id,name,salary,promotion,phonenumber,datausage,subdistrict,data,call,call usage,age,date,Net Over limit,Call Over limit,STATUS
14372,Vladimir Schinner V,30000,1090,833931707,45,วังบัว,50,500,567,48,24/8/2018 09:24,0,67,TX
14373,Mr. Abelardo Haley,15000,1090,815492707,25,ผาน้อย,50,500,146,23,2/10/2018 09:31,0,0,TX
14374,Ms. Florida Cremin PhD,12000,1090,887041561,2,แสนตอ,50,500,344,21,18/1/2019 14:19,0,0,OK
14375,Damien Leannon,12000,890,891874162,42,หนองประดู่,30,300,106,22,9/1/2019 14:28,12,0,TX
14376,Miss Sydni Harber DVM,25000,390,856029724,31,คลองปาง,10,100,750,47,21/11/2018 21:44,21,650,TX
14377,Dr. Ora Tromp DDS,50000,1090,891253828,36,โนนศิลา,50,500,57,50,19/4/2018 05:22,0,0,TX
14378,April Roob Jr.,18000,390,867628357,13,หนองสิม,10,100,326,21,14/3/2018 03:38,3,226,TX
14379,Juvenal Vandervort,50000,590,868459874,32,นาชุมเห็ด,20,200,514,42,9/4/2018 02:18,12,314,TX
14380,Krista Parker,25000,390,834629566,10,หาดยาย,10,100,671,52,19/7/2018 09:29,0,571,TX
14381,Fanny Vandervort,12000,590,822484652,6,หนองโพธิ์,20,200,123,20,19/6/2018 03:41,0,0,TX
14382,Lavern Ernser,50000,590,894487874,27,ชนแดน,20,200,337,38,18/8/2018 13:27,7,137,OK
14383,Lamar Nolan,20000,590,868412561,14,ป่าขะ,20,200,797,46,10/3/2018 06:13,0,597,OK
14384,Deanna Little,25000,590,861558809,40,คลองหาด,20,200,466,35,26/11/2018 10:28,20,266,OK
14385,Dr. April Boyle,18000,890,879557052,31,ดินดำ,30,300,142,18,23/2/2018 16:01,1,0,OK
14386,Dr. Merle Rogahn,25000,1090,876568381,35,ตกพรม,50,500,418,49,2/6/2018 00:34,0,0,TX
14387,Hilma Harvey,25000,590,839875907,25,ป่าไก่,20,200,481,33,26/3/2018 07:48,5,281,TX
14388,Mr. Lorenza Emmerich,30000,1090,869292555,4,เขตการปกคองพิเศษพัทยา,50,500,242,36,26/8/2018 12:06,0,0,OK
14389,Miss Janie Konopelski,25000,390,859308125,41,น้ำเลา,10,100,119,59,20/4/2018 02:57,31,19,TX
14390,Mabel Thiel,20000,590,897159502,42,หนองปรือ,20,200,393,50,19/11/2018 13:37,22,193,TA
14391,Victor Abbott,15000,1090,854638617,43,หนองขาม,50,500,537,15,11/7/2018 11:17,0,37,TX
14392,Myrtie Wiza,50000,1090,885770717,1,ไชยภูมิ,50,500,237,36,6/12/2018 04:22,0,0,TX
14393,Effie Abernathy,20000,1090,886852337,30,ชัยบุรี,50,500,788,49,9/6/2018 20:28,0,288,OK
14394,Mr. Cloyd Jenkins,50000,590,855402890,3,ทุ่งโป่ง,20,200,619,58,28/10/2018 09:49,0,419,OK
14395,Noelia Ferry,25000,890,813883779,10,ตาลเลียน,30,300,79,39,17/3/2018 01:59,0,0,TX
14396,Justen Moore,20000,390,853470010,45,บ้านแขม,10,100,531,44,3/9/2018 05:13,35,431,TX
14397,Prof. Mellie Ankunding,12000,390,866804160,14,ท่าน้าว,10,100,134,28,19/9/2018 01:59,4,34,OK
14398,Narciso Lowe,15000,1090,828551679,9,แสมสาร,50,500,132,25,6/1/2019 01:20,0,0,TX
14399,Vernice Harber,12000,590,895955843,42,อ่างทอง,20,200,512,27,12/2/2018 06:50,22,312,TX
14400,Darrin Graham,20000,590,879051998,44,บางยาง,20,200,593,26,11/11/2018 10:31,24,393,OK
14401,Ms. Margie Schaefer DVM,30000,590,893605820,31,บุ่งแก้ว,20,200,766,35,11/5/2018 23:00,11,566,OK
14402,Merlin Balistreri,20000,590,820717763,30,บางตลาด,20,200,537,18,29/8/2018 12:02,10,337,OK
14403,Dr. Devan Price III,15000,590,855061844,27,นานวล,20,200,335,23,29/12/2018 14:56,7,135,OK
14404,Jakayla Barton,20000,590,830179871,29,สันป่ายาง,20,200,599,26,2/6/2018 10:52,9,399,TX
14405,Gilberto Kuhlman,12000,390,887403284,41,หนองตีนนก,10,100,785,24,12/8/2018 08:02,31,685,OK
14406,Dr. Jalon Daugherty,20000,390,862402215,48,สายตะกู,10,100,107,57,7/5/2018 05:20,38,7,TA
14407,Alexie Feil DDS,12000,890,897546658,14,แป-ระ,30,300,192,19,8/12/2018 13:25,0,0,TX
14408,Catherine Johnston,20000,590,835193761,22,ห้วยโรง,20,200,606,38,1/4/2018 22:10,2,406,OK
14409,Nova Abbott,20000,890,835184121,22,สองพี่น้อง,30,300,429,28,31/10/2018 21:49,0,129,OK
14410,Chasity Wisozk Sr.,25000,390,844723885,18,อาษา,10,100,542,42,16/4/2018 07:44,8,442,OK
14411,Cleveland Powlowski,20000,1090,811407289,20,โคกคอน,50,500,680,24,13/1/2019 04:34,0,180,OK
14412,Maritza Reynolds,25000,390,820265681,36,คลองสระบัว,10,100,596,57,17/12/2018 12:34,26,496,OK
14413,Jovan Krajcik,15000,390,852684418,19,โคกมะขาม,10,100,151,16,30/1/2019 01:52,9,51,TX
14414,Maryam Ratke I,50000,890,885447921,36,ท่าบอน,30,300,143,59,11/6/2018 23:06,6,0,OK
14415,Darien Kohler,20000,1090,827984463,31,ดงพลับ,50,500,655,35,17/10/2018 00:51,0,155,TX
14416,Gino Witting,50000,390,897115432,19,ท้อแท้,10,100,561,45,1/12/2018 19:40,9,461,TX
14417,Lyda Jacobs,18000,890,889506782,26,ห้วยแห้ง,30,300,294,25,10/5/2018 05:21,0,0,TX
14418,Rebecca O'Keefe,18000,890,836639239,8,เกาะลิบง,30,300,54,21,13/1/2019 11:29,0,0,TX
14419,Lola Pouros,18000,890,896928378,41,วังท่าดี,30,300,369,19,10/1/2019 23:55,11,69,TX
14420,Hanna Nader,20000,890,858308787,40,ณรงค์,30,300,149,24,23/8/2018 14:52,10,0,TX
14421,Octavia Bartoletti III,50000,890,861584943,31,บ้านพริก,30,300,544,51,29/12/2018 17:56,1,244,TX
14422,Sophie O'Connell V,50000,1090,884974048,41,คูบางหลวง,50,500,260,47,25/10/2018 02:41,0,0,OK
14423,Bettye Collier,20000,390,864587157,15,โนนท่อน,10,100,672,60,29/5/2018 16:22,5,572,TX
14424,Dr. Andy Runte Jr.,25000,590,895235737,10,หนองแสง,20,200,354,44,28/5/2018 11:58,0,154,OK
14425,Lavern Rau,20000,1090,883085993,1,หนองไผ่แก้ว,50,500,562,36,12/6/2018 08:12,0,62,OK
14426,Bria McClure,30000,890,815323645,24,หนองฮาง,30,300,418,54,6/11/2018 22:48,0,118,OK
14427,Ms. Aurelia Ratke,18000,590,820753303,21,ชัยมงคล,20,200,15,22,16/11/2018 07:03,1,0,TX
14428,Maude Jakubowski,20000,890,854394132,4,ลำแก่น,30,300,10,44,1/9/2018 20:42,0,0,OK
14429,Lew Mayert,20000,590,889954500,6,กุดบาก,20,200,206,52,8/10/2018 01:57,0,6,OK
14430,Genevieve Wiza,15000,890,835296882,47,ครน,30,300,413,24,3/4/2018 19:24,17,113,TX
14431,Pearlie Blanda,12000,1090,843210115,30,ท่าตูม,50,500,442,20,30/12/2018 13:38,0,0,OK
14432,Eric Quigley III,50000,890,863862379,26,หนองแคน,30,300,166,60,23/1/2019 11:44,0,0,OK
14433,Dr. Larry Christiansen,25000,390,890928845,43,เตาไห,10,100,763,51,26/7/2018 01:55,33,663,OK
14434,Laurie Ortiz,20000,390,841253341,11,คือเวียง,10,100,124,25,25/4/2018 06:43,1,24,OK
14435,Ruby Fritsch,50000,890,814810356,29,แพงใหญ่,30,300,306,49,21/7/2018 09:11,0,6,OK
14436,Mrs. Samanta Weissnat DVM,20000,390,833175141,32,กระเบื้องใหญ่,10,100,157,45,8/7/2018 19:25,22,57,TX
14437,Felipa Hoeger,25000,390,835472431,49,บ้านแซว,10,100,365,40,5/4/2018 05:46,39,265,OK
14438,Kailyn Schaden,50000,890,854460367,35,บางขันแตก,30,300,505,51,20/12/2018 02:15,5,205,OK
14439,Peter Blanda,25000,890,860575990,48,ป่งขาม,30,300,129,60,7/8/2018 01:52,18,0,TX
14440,Mr. Stanford Sauer V,25000,890,832839457,1,ตะกั่วป่า,30,300,630,38,14/4/2018 06:53,0,330,OK
14441,Christy Barrows,25000,590,823454376,25,ละหาร,20,200,508,36,3/2/2019 14:03,5,308,OK
14442,Misael Lowe,50000,890,849751707,17,งอบ,30,300,245,41,9/2/2019 23:05,0,0,TX
14443,Angus Robel,50000,590,834808480,47,แสลง,20,200,476,57,23/2/2018 14:34,27,276,TX
14444,Enola Casper,30000,390,820059708,12,ขอนคลาน,10,100,587,45,9/9/2018 12:37,2,487,TX
14445,Rupert Larkin,20000,890,827457539,13,เกาะสาหร่าย,30,300,766,51,4/7/2018 10:29,0,466,TX
14446,Anahi Sauer V,20000,390,887320204,17,กุดจอก,10,100,573,29,29/1/2019 10:18,7,473,TX
14447,Mrs. Alba Bode,20000,390,852018075,42,นาฝาย,10,100,95,50,15/11/2018 09:14,32,0,TX
14448,Prof. Jamal Orn,20000,890,832959839,38,แม่โถ,30,300,190,20,8/7/2018 10:58,8,0,TA
14449,Dr. Ana Leffler,25000,1090,882419610,18,วังพญา,50,500,166,54,3/5/2018 23:44,0,0,TX
14450,Sim McCullough,15000,890,825566113,29,ไผ่,30,300,60,18,27/1/2019 22:41,0,0,OK
14451,Thad Homenick,50000,590,859523862,3,จำปา,20,200,603,52,10/4/2018 22:00,0,403,OK
14452,Prof. Arno Hermiston,25000,890,854465976,36,วัดขวาง,30,300,97,60,16/11/2018 00:58,6,0,OK
14453,Krista Boehm PhD,30000,1090,822284069,1,พุทไธสง,50,500,633,48,28/6/2018 00:45,0,133,OK
14454,Dr. Georgette Brown IV,30000,1090,852737739,45,บ้านใหม่,50,500,680,51,3/9/2018 21:33,0,180,TX
14455,Mr. Simeon Hermiston,15000,890,892661242,3,คำเขื่อนแก้ว,30,300,313,16,22/10/2018 12:33,0,13,OK
14456,Mrs. Nicole Collins I,20000,890,876399903,38,บ้านผือ,30,300,251,43,5/2/2019 10:26,8,0,OK
14457,Ms. Florida Homenick III,15000,390,815970219,10,สะเอียบ,10,100,502,29,18/10/2018 23:20,0,402,TA
14458,Maurice Kihn,30000,590,884129735,35,บางนา,20,200,708,38,14/4/2018 11:53,15,508,OK
14459,Kristin Powlowski,30000,890,859986926,50,ท่ามะกา,30,300,29,43,18/6/2018 13:45,20,0,OK
14460,Fannie Franecki,30000,390,870181953,32,ป่าคลอก,10,100,256,47,30/3/2018 01:00,22,156,OK
14461,Aletha Hickle,50000,390,845124595,10,เขาดิน,10,100,347,41,11/1/2019 09:13,0,247,TX
14462,Rene White,12000,590,835328377,20,ละลาย,20,200,63,19,23/8/2018 04:52,0,0,TX
14463,Loyce Metz,50000,1090,816481616,5,เวียงชัย,50,500,545,33,7/11/2018 06:19,0,45,TX
14464,Carmela Wyman,30000,1090,899626515,44,โขมง,50,500,518,36,23/4/2018 17:11,0,18,TX
14465,Sofia Cronin,20000,390,886211765,16,ห้วยตึ๊กชู,10,100,464,37,15/1/2019 05:14,6,364,OK
14466,Ryleigh Runte V,18000,590,813862908,1,กุดดู่,20,200,475,19,17/5/2018 05:25,0,275,OK
14467,Miss Casandra Veum,25000,890,880008690,2,บ้านไทย,30,300,95,55,17/12/2018 19:26,0,0,OK
14468,Rhoda Jenkins,18000,590,885258319,3,ดงมะยาง,20,200,401,16,7/11/2018 08:27,0,201,TX
14469,Ms. Marisa Anderson MD,20000,590,843493656,12,นาใต้,20,200,540,33,13/8/2018 20:44,0,340,OK
14470,Effie Auer,20000,390,832500872,33,นากว้าง,10,100,692,47,11/1/2019 04:04,23,592,OK
14471,Daija Zulauf,20000,590,891335589,16,บ้านเก่า,20,200,100,37,20/4/2018 12:56,0,0,TX
14472,Mr. Ole McClure,18000,590,885821081,14,ห้างฉัตร,20,200,662,23,28/6/2018 08:39,0,462,TX
14473,Franz Rohan,20000,890,890295523,23,นาพญา,30,300,750,18,5/7/2018 10:24,0,450,OK
14474,Meggie Thompson,50000,390,881329560,11,ห้วยยาง,10,100,274,40,30/4/2018 06:02,1,174,TX
14475,Cindy Padberg,25000,390,857376358,3,กุดชุม,10,100,70,50,2/2/2019 20:14,0,0,OK
14476,Prof. Jude Breitenberg,30000,390,844974740,41,เด่นใหญ่,10,100,685,33,5/2/2019 11:50,31,585,TX
14477,Lauretta Stanton DVM,20000,890,868211224,26,บ้านเลน,30,300,164,38,15/3/2018 06:56,0,0,TX
14478,Mina Lind,50000,890,876930728,41,หนองปลาไหล,30,300,22,38,15/10/2018 19:25,11,0,TX
14479,Miss Birdie Tromp,20000,890,888807138,14,จานใหญ่,30,300,35,49,18/9/2018 06:42,0,0,OK
14480,Dameon Hayes,30000,390,855161414,43,ดอนสัก,10,100,675,45,22/1/2019 12:04,33,575,TX
14481,Aric Parker IV,30000,890,827357168,15,ป่าแป๋,30,300,411,45,4/10/2018 15:13,0,111,OK
14482,Julian Ruecker,20000,590,819453397,17,โคกยาง,20,200,309,22,18/9/2018 15:47,0,109,OK
14483,Dr. Roy Howe,20000,1090,866135643,50,เขาทราย,50,500,295,42,21/6/2018 21:39,0,0,TX
14484,Susie Gulgowski,15000,390,840863290,33,งิ้วราย,10,100,67,21,27/7/2018 11:20,23,0,TX
14485,Jaycee Kozey,30000,590,879761226,40,บ้านนา,20,200,732,43,3/1/2019 18:10,20,532,OK
14486,Cyrus Mante,30000,1090,881206771,50,เบิกไพร,50,500,756,42,23/7/2018 08:19,0,256,TX
14487,Barbara Padberg,20000,590,839055566,18,ตรำดม,20,200,622,50,23/4/2018 23:15,0,422,TX
14488,Garth McCullough,30000,390,823137100,10,ไทยชนะศึก,10,100,619,46,20/12/2018 17:48,0,519,OK
14489,Pierce Hodkiewicz,18000,590,828909526,33,สว่างอารมณ์,20,200,175,29,8/6/2018 03:12,13,0,OK
14490,Mr. Hayley Torphy DDS,12000,890,860931144,19,นาเมืองเพชร,30,300,709,25,9/8/2018 08:19,0,409,TX
14491,Ramiro Mayer,20000,890,862087798,44,ท่าพี่เลี้ยง,30,300,766,52,5/4/2018 12:36,14,466,TX
14492,Lucio Senger,20000,1090,821063723,18,บางพระ,50,500,268,25,9/10/2018 01:09,0,0,TX
14493,Candida VonRueden,20000,590,860715960,19,ท่ามะขาม,20,200,123,40,22/10/2018 21:25,0,0,TX
14494,Ms. Gerda Smith I,20000,890,829275433,8,ทะเลชุบศร,30,300,89,32,2/6/2018 13:40,0,0,TX
14495,Mabel Bogan,30000,390,862654978,40,ท่าอยู่,10,100,348,33,6/2/2019 09:45,30,248,TX
14496,Aliya Leuschke,25000,590,896225268,17,ถ้ำพรรณรา,20,200,507,53,30/1/2019 19:01,0,307,OK
14497,Ellen Ratke DVM,30000,590,828455868,36,หนองแสง,20,200,440,35,23/8/2018 10:58,16,240,OK
14498,Litzy Schmitt,30000,590,841227171,38,กุดจอก,20,200,261,59,7/4/2018 03:25,18,61,TX
14499,Pearline Ruecker,25000,390,849748537,16,ภูห่าน,10,100,758,44,18/5/2018 15:56,6,658,TX
14500,Dr. Annalise Rempel,20000,890,825708777,14,วังจั่น,30,300,340,55,21/12/2018 00:33,0,40,OK
14501,Raquel Muller,20000,1090,831047912,34,แม่พริก,50,500,492,40,30/12/2018 14:22,0,0,OK
14502,Dr. Vernice Huel V,50000,1090,885649300,5,ท่าพริก,50,500,22,48,6/5/2018 16:47,0,0,OK
14503,Arianna Greenholt DVM,15000,390,835904165,39,ท่าข้าม,10,100,470,29,3/9/2018 08:04,29,370,OK
14504,Willard Bayer Jr.,50000,390,859666330,5,โพธิ์ชัย,10,100,0,36,13/3/2018 05:32,0,0,OK
14505,Gilberto Blick V,25000,1090,816394696,17,หลักสอง,50,500,487,59,28/10/2018 08:53,0,0,OK
14506,Dr. Clemmie Wisozk DDS,15000,890,883040272,21,คอนสวรรค์,30,300,196,24,16/9/2018 11:51,0,0,OK
14507,Crystal Grant,50000,590,868998699,11,เคียนซา,20,200,722,33,23/10/2018 20:18,0,522,OK
14508,Dr. Cassandra Jacobi MD,25000,390,862802720,26,บ้านฝาง,10,100,537,55,12/7/2018 01:10,16,437,TX
14509,Blanca Bauch,20000,890,893300421,16,ทับกฤชใต้,30,300,793,19,24/9/2018 13:06,0,493,TX
14510,Gladyce Kilback,50000,390,899775686,20,ศรีจุฬา,10,100,122,42,24/10/2018 07:26,10,22,TX
14511,Prof. Helmer Ward V,25000,390,828421099,8,นาโส่,10,100,523,54,22/1/2019 20:49,0,423,OK
14512,Dr. Emie Friesen I,50000,590,839794001,7,ตาสิทธิ์,20,200,621,33,18/8/2018 20:42,0,421,OK
14513,Verna Walsh,30000,890,832497115,17,แตล,30,300,32,31,11/9/2018 18:39,0,0,OK
14514,Dr. Alessandro Kunze II,25000,390,894543150,38,บ้านนา,10,100,555,30,17/12/2018 23:34,28,455,TX
14515,Hipolito Schinner,20000,590,878733797,45,นาหัวบ่อ,20,200,306,52,25/8/2018 12:13,25,106,OK
14516,Mr. Giovanny Balistreri,20000,590,876639055,19,ลาดบัวขาว,20,200,244,58,16/3/2018 13:02,0,44,TX
14517,Cleveland Hoeger,20000,1090,826627461,27,ม่วงลาด,50,500,357,29,22/12/2018 11:22,0,0,OK
14518,Dr. Mozelle Moore,25000,590,859095298,36,ดงแดง,20,200,59,31,2/9/2018 13:52,16,0,TX
14519,Lucile Cartwright,20000,390,848990890,27,บ้านกาศ,10,100,539,27,23/5/2018 03:45,17,439,TX
14520,Ines Berge III,20000,590,844733568,40,สีชมพู,20,200,6,49,16/8/2018 19:00,20,0,OK
14521,Dr. Gabriella Nicolas,25000,1090,838921411,1,ดงคอน,50,500,589,44,30/3/2018 16:38,0,89,OK
14522,Javonte Hermiston,18000,890,878901307,25,ณรงค์,30,300,164,16,11/10/2018 16:50,0,0,TX
14523,Dr. Oswaldo Reynolds,20000,590,829612121,28,ทุ่งใหญ่,20,200,285,48,31/7/2018 07:41,8,85,OK
14524,Miss Alysha Schiller,30000,1090,853936605,41,ระหาน,50,500,104,46,19/6/2018 11:57,0,0,OK
14525,Berry Pouros,20000,1090,831223609,35,วัดประดู่,50,500,610,32,30/7/2018 04:40,0,110,TX
14526,Dr. Hobart Pollich III,20000,390,873510471,36,ตาลเอน,10,100,159,16,24/6/2018 04:18,26,59,OK
14527,Dr. Abbigail Hudson,50000,890,858627780,1,บึงเกลือ,30,300,307,33,20/11/2018 11:36,0,7,OK
14528,Darren Lesch,15000,390,878981191,31,นาใต้,10,100,388,21,26/7/2018 11:10,21,288,OK
14529,Dell Brekke,20000,1090,856008266,8,หนองเสาเล้า,50,500,228,49,25/9/2018 11:00,0,0,OK
14530,Emilia Halvorson,50000,1090,852833178,22,ออนกลาง,50,500,695,50,1/2/2019 13:34,0,195,OK
14531,Hal Huel,12000,890,865878784,38,สวนส้ม,30,300,126,27,19/9/2018 02:18,8,0,OK
14532,Araceli Rice,50000,890,832232991,13,ตลิ่งชัน,30,300,252,45,5/3/2018 21:11,0,0,TA
14533,Furman Marvin,25000,390,872016409,17,ทุ่งกระพังโหม,10,100,131,49,16/5/2018 10:03,7,31,OK
14534,Hilda Collins PhD,15000,390,846735179,38,พุมเรียง,10,100,541,15,18/7/2018 09:59,28,441,OK
14535,Mr. Mustafa Rath DVM,18000,590,846858812,13,อ่างทอง,20,200,14,19,10/7/2018 23:36,0,0,OK
14536,Dr. Lisandro Lynch Jr.,25000,1090,845076847,7,ตาเนาะแมเราะ,50,500,180,58,29/11/2018 11:40,0,0,TX
14537,Katelyn Hane,50000,390,816449492,24,เชียงรากน้อย,10,100,659,43,1/12/2018 17:18,14,559,TX
14538,Prof. Rachael Wehner,12000,1090,812495047,38,หนองกราด,50,500,73,22,9/4/2018 14:22,0,0,TX
14539,Darwin Tillman,20000,1090,853180929,22,หนองกระโดน,50,500,599,44,25/2/2018 00:31,0,99,OK
14540,Nelson Parisian Sr.,25000,1090,897989119,37,เกาะเพชร,50,500,668,43,29/5/2018 08:20,0,168,OK
14541,Jerrod Hoppe MD,30000,390,853605078,8,ท่าชุมพล,10,100,482,51,7/7/2018 10:22,0,382,TX
14542,Ellie Auer,30000,890,839885391,5,สะแก,30,300,317,38,24/6/2018 07:53,0,17,TA
14543,Dillon Cole,12000,890,859519023,23,หารแก้ว,30,300,510,22,14/12/2018 09:19,0,210,OK
14544,Thomas Mitchell,20000,590,878013040,1,คลองทับจันทร์,20,200,775,39,4/2/2019 05:44,0,575,TX
14545,Terence Gusikowski,20000,1090,865128869,10,ลำลูกกา,50,500,300,24,14/9/2018 23:09,0,0,TX
14546,Else Gorczany,30000,1090,825901963,32,หัวฝาย,50,500,577,30,20/1/2019 00:37,0,77,TX
14547,Trent Okuneva,12000,1090,836277894,45,ตะดอบ,50,500,50,21,22/12/2018 17:11,0,0,OK
14548,Greta VonRueden,25000,590,817738171,16,น้ำบ่อหลวง,20,200,618,46,13/4/2018 05:08,0,418,OK
14549,Mrs. Delpha Mante IV,20000,590,875050186,38,บ้านหวด,20,200,641,31,28/9/2018 12:27,18,441,TX
14550,Andreanne Ryan,25000,1090,828576721,17,ตับเต่า,50,500,773,40,21/12/2018 07:56,0,273,OK
14551,Edgar Willms PhD,20000,890,898782364,20,ตาเกษ,30,300,362,17,26/11/2018 23:20,0,62,TX
14552,Troy Ryan I,20000,890,877300346,16,ร่องฟอง,30,300,564,45,3/6/2018 07:46,0,264,OK
14553,Prof. Shemar Jakubowski,20000,390,822469948,23,น้ำอ้อม,10,100,363,29,15/2/2018 00:23,13,263,OK
14554,Marlene Schaefer,50000,1090,869663549,1,ยางหัก,50,500,434,44,24/1/2019 09:44,0,0,OK
14555,Macy Ryan V,20000,1090,869057859,28,โพธิ์กลาง,50,500,161,26,20/7/2018 18:29,0,0,OK
14556,Reba Koch,30000,1090,840688003,13,บ้านต้าย,50,500,38,46,3/6/2018 11:18,0,0,TX
